mft lsn,correct,length,transaction num,page_origins,first_lsn,last_lsn,first_redo,first_undo,last_redo,last_undo,need previous,no forget+compensation,mft,mft attribute,usn,all_opcodes
1070850,True,2,143,"42-15, 42-16",1070850,1070874,Create Attribute,Delete Attribute,Forget Transaction,Compensation Log Record,,,[],"[(1070850, 'LoggedUtilityStream')]",[],"[(1070850, 'Create Attribute', 'Delete Attribute'), (1070874, 'Forget Transaction', 'Compensation Log Record')]"
1071112,True,3,5,"42-27, 43-1, 43-2",1071090,1071124,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,Deallocate File Record Segment,Compensation Log Record,,,[],[],[],"[(1071090, 'Set Bits in Nonresident Bitmap', 'Clear Bits in Nonresident Bitmap'), (1071112, 'No-Operation', 'Deallocate File Record Segment'), (1071124, 'Deallocate File Record Segment', 'Compensation Log Record')]"
1074953,True,4,48,"50-14, 50-15, 50-16, 50-17",1074913,1074972,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],"[(1074932, 480)]","[(1074913, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1074932, 'Update Nonresident Value', 'No-Operation'), (1074953, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1074972, 'Forget Transaction', 'Compensation Log Record')]"
1080074,True,3,58,"60-15, 60-16, 60-17",1080047,1080099,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1080047, 'Update Resident Value', 'Update Resident Value'), (1080074, 'Update File Name Allocation', 'Update File Name Allocation'), (1080099, 'Forget Transaction', 'Compensation Log Record')]"
1082384,True,5,106,"64-16, 64-17, 65-0, 65-1, 65-2",1082317,1082397,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],"[(1082336, 3776)]","[(1082317, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1082336, 'Update Nonresident Value', 'No-Operation'), (1082357, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1082384, 'Update Resident Value', 'Update Resident Value'), (1082397, 'Forget Transaction', 'Compensation Log Record')]"
1077265,True,5,4,"54-22, 54-23, 55-0, 55-1, 55-2",1077189,1077278,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],"[(1077208, 1592)]","[(1077189, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1077208, 'Update Nonresident Value', 'No-Operation'), (1077238, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1077265, 'Update Resident Value', 'Update Resident Value'), (1077278, 'Forget Transaction', 'Compensation Log Record')]"
1075730,True,7,32,"51-20, 51-21, 51-22, 51-23, 52-0, 52-1, 52-2",1075550,1075747,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1075550, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1075567, 'Update Nonresident Value', 'Update Nonresident Value'), (1075628, 'Update Nonresident Value', 'Update Nonresident Value'), (1075689, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1075706, 'Add Index Entry Root', 'Delete Index Entry Root'), (1075730, 'Add Index Entry Allocation', 'Delete Index Entry Allocation'), (1075747, 'Forget Transaction', 'Compensation Log Record')]"
1074222,True,13,55,"48-13, 48-14, 48-15, 48-16, 48-17, 48-18, 48-19, 48-20, 48-21, 49-1, 49-2, 49-3, 49-4",1073997,1074241,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,Forget Transaction,Compensation Log Record,,,"[(1074056, 36, 1)]",[],"[(1074201, 0)]","[(1073997, 'Set Bits in Nonresident Bitmap', 'Clear Bits in Nonresident Bitmap'), (1074009, 'No-Operation', 'Deallocate File Record Segment'), (1074021, 'Set Bits in Nonresident Bitmap', 'Clear Bits in Nonresident Bitmap'), (1074033, 'Add Index Entry Allocation', 'Delete Index Entry Allocation'), (1074056, 'Initialize File Record Segment', 'No-Operation'), (1074109, 'Set Bits in Nonresident Bitmap', 'Clear Bits in Nonresident Bitmap'), (1074121, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1074140, 'Update Mapping Pairs', 'Update Mapping Pairs'), (1074153, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1074184, 'Open Non Resident Attribute', 'No-Operation'), (1074201, 'Update Nonresident Value', 'No-Operation'), (1074222, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1074241, 'Forget Transaction', 'Compensation Log Record')]"
1079513,True,2,39,"59-12, 59-13",1079513,1079538,Update File Name Allocation,Update File Name Allocation,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1079513, 'Update File Name Allocation', 'Update File Name Allocation'), (1079538, 'Forget Transaction', 'Compensation Log Record')]"
1077784,True,4,66,"55-23, 56-0, 56-1, 56-2",1077735,1077803,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],"[(1077754, 1832)]","[(1077735, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1077754, 'Update Nonresident Value', 'No-Operation'), (1077784, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1077803, 'Forget Transaction', 'Compensation Log Record')]"
1075994,True,5,84,"52-11, 52-12, 52-13, 52-14, 52-15",1075934,1076007,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],"[(1075953, 872)]","[(1075934, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1075953, 'Update Nonresident Value', 'No-Operation'), (1075975, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1075994, 'Update Resident Value', 'Update Resident Value'), (1076007, 'Forget Transaction', 'Compensation Log Record')]"
1071279,True,7,16,"43-5, 43-6, 43-7, 43-8, 43-9, 43-10, 43-11",1071159,1071296,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1071159, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1071176, 'Update Nonresident Value', 'Update Nonresident Value'), (1071211, 'Update Nonresident Value', 'Update Nonresident Value'), (1071246, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1071263, 'Add Index Entry Root', 'Delete Index Entry Root'), (1071279, 'Add Index Entry Root', 'Delete Index Entry Root'), (1071296, 'Forget Transaction', 'Compensation Log Record')]"
1074717,True,6,132,"49-28, 49-29, 49-30, 50-1, 50-2, 50-3",1074637,1074736,Create Attribute,Delete Attribute,Forget Transaction,Compensation Log Record,,,[],"[(1074637, 'Data')]","[(1074696, 320)]","[(1074637, 'Create Attribute', 'Delete Attribute'), (1074655, 'Update Resident Value', 'Update Resident Value'), (1074668, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1074696, 'Update Nonresident Value', 'No-Operation'), (1074717, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1074736, 'Forget Transaction', 'Compensation Log Record')]"
1079838,True,5,64,"59-26, 60-0, 60-1, 60-2, 60-3",1079763,1079857,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],"[(1079817, 2904)]","[(1079763, 'Update Resident Value', 'Update Resident Value'), (1079790, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1079817, 'Update Nonresident Value', 'No-Operation'), (1079838, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1079857, 'Forget Transaction', 'Compensation Log Record')]"
1077029,True,5,60,"54-10, 54-11, 54-12, 54-13, 54-14",1076961,1077042,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],"[(1076980, 1288)]","[(1076961, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1076980, 'Update Nonresident Value', 'No-Operation'), (1077010, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1077029, 'Update Resident Value', 'Update Resident Value'), (1077042, 'Forget Transaction', 'Compensation Log Record')]"
1073969,True,10,74,"48-3, 48-4, 48-5, 48-6, 48-7, 48-8, 48-9, 48-10, 48-11, 48-12",1073760,1073986,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1073760, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1073777, 'Update Nonresident Value', 'Update Nonresident Value'), (1073789, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1073806, 'Update Nonresident Value', 'Update Nonresident Value'), (1073818, 'Update Nonresident Value', 'Update Nonresident Value'), (1073877, 'Update Nonresident Value', 'Update Nonresident Value'), (1073936, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1073953, 'Add Index Entry Root', 'Delete Index Entry Root'), (1073969, 'Add Index Entry Allocation', 'Delete Index Entry Allocation'), (1073986, 'Forget Transaction', 'Compensation Log Record')]"
1078302,True,2,110,"57-3, 57-4",1078302,1078329,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1078302, 'Update Resident Value', 'Update Resident Value'), (1078329, 'Forget Transaction', 'Compensation Log Record')]"
1082155,True,4,87,"64-4, 64-5, 64-6, 64-7",1082115,1082174,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],"[(1082134, 3696)]","[(1082115, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1082134, 'Update Nonresident Value', 'No-Operation'), (1082155, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1082174, 'Forget Transaction', 'Compensation Log Record')]"
1085260,True,2,146,"70-11, 70-12",1085260,1085287,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1085260, 'Update Resident Value', 'Update Resident Value'), (1085287, 'Forget Transaction', 'Compensation Log Record')]"
1080110,True,2,89,"60-18, 60-19",1080110,1080135,Update File Name Root,Update File Name Root,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1080110, 'Update File Name Root', 'Update File Name Root'), (1080135, 'Forget Transaction', 'Compensation Log Record')]"
1075248,True,5,1,"50-29, 51-1, 51-2, 51-3, 51-4",1075176,1075261,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],"[(1075208, 640)]","[(1075176, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1075208, 'Update Nonresident Value', 'No-Operation'), (1075229, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1075248, 'Update Resident Value', 'Update Resident Value'), (1075261, 'Forget Transaction', 'Compensation Log Record')]"
1078280,True,2,25,"57-1, 57-2",1078280,1078291,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1078280, 'Update Resident Value', 'Update Resident Value'), (1078291, 'Forget Transaction', 'Compensation Log Record')]"
1075080,True,2,148,"50-23, 50-24",1075080,1075105,Update File Name Allocation,Update File Name Allocation,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1075080, 'Update File Name Allocation', 'Update File Name Allocation'), (1075105, 'Forget Transaction', 'Compensation Log Record')]"
1077814,True,2,70,"56-3, 56-4",1077814,1077825,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1077814, 'Update Resident Value', 'Update Resident Value'), (1077825, 'Forget Transaction', 'Compensation Log Record')]"
1084215,True,7,0,"68-12, 68-13, 68-14, 68-15, 68-16, 68-17, 68-18",1084105,1084228,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],"[(1084174, 4568)]","[(1084105, 'Update Resident Value', 'Update Resident Value'), (1084130, 'Update File Name Allocation', 'Update File Name Allocation'), (1084155, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1084174, 'Update Nonresident Value', 'No-Operation'), (1084196, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1084215, 'Update Resident Value', 'Update Resident Value'), (1084228, 'Forget Transaction', 'Compensation Log Record')]"
1075514,True,3,44,"51-17, 51-18, 51-19",1075489,1075539,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1075489, 'Update Resident Value', 'Update Resident Value'), (1075514, 'Update File Name Allocation', 'Update File Name Allocation'), (1075539, 'Forget Transaction', 'Compensation Log Record')]"
1074747,True,2,135,"50-4, 50-5",1074747,1074772,Update File Name Allocation,Update File Name Allocation,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1074747, 'Update File Name Allocation', 'Update File Name Allocation'), (1074772, 'Forget Transaction', 'Compensation Log Record')]"
1078076,True,2,90,"56-19, 56-20",1078076,1078101,Update File Name Root,Update File Name Root,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1078076, 'Update File Name Root', 'Update File Name Root'), (1078101, 'Forget Transaction', 'Compensation Log Record')]"
1078340,True,2,112,"57-5, 57-6",1078340,1078365,Update File Name Root,Update File Name Root,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1078340, 'Update File Name Root', 'Update File Name Root'), (1078365, 'Forget Transaction', 'Compensation Log Record')]"
1079733,True,4,56,"59-22, 59-23, 59-24, 59-25",1079693,1079752,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],"[(1079712, 2824)]","[(1079693, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1079712, 'Update Nonresident Value', 'No-Operation'), (1079733, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1079752, 'Forget Transaction', 'Compensation Log Record')]"
1083972,True,7,63,"67-23, 67-24, 68-1, 68-2, 68-3, 68-4, 68-5",1083854,1083985,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],"[(1083931, 4392)]","[(1083854, 'Update Resident Value', 'Update Resident Value'), (1083879, 'Update File Name Allocation', 'Update File Name Allocation'), (1083912, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1083931, 'Update Nonresident Value', 'No-Operation'), (1083953, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1083972, 'Update Resident Value', 'Update Resident Value'), (1083985, 'Forget Transaction', 'Compensation Log Record')]"
1072197,True,2,65,"45-3, 45-4",1072197,1072208,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1072197, 'Update Resident Value', 'Update Resident Value'), (1072208, 'Forget Transaction', 'Compensation Log Record')]"
1072136,True,7,101,"44-21, 44-22, 44-23, 44-24, 44-25, 45-1, 45-2",1072045,1072186,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,Forget Transaction,Compensation Log Record,,,"[(1072136, 34, 1)]",[],[],"[(1072045, 'Set Bits in Nonresident Bitmap', 'Clear Bits in Nonresident Bitmap'), (1072057, 'No-Operation', 'Deallocate File Record Segment'), (1072069, 'Open Non Resident Attribute', 'No-Operation'), (1072086, 'No-Operation', 'No-Operation'), (1072097, 'Add Index Entry Root', 'Delete Index Entry Root'), (1072136, 'Initialize File Record Segment', 'No-Operation'), (1072186, 'Forget Transaction', 'Compensation Log Record')]"
1082185,True,2,91,"64-8, 64-9",1082185,1082196,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1082185, 'Update Resident Value', 'Update Resident Value'), (1082196, 'Forget Transaction', 'Compensation Log Record')]"
1079370,True,4,9,"59-2, 59-3, 59-4, 59-5",1079330,1079389,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],"[(1079349, 2584)]","[(1079330, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1079349, 'Update Nonresident Value', 'No-Operation'), (1079370, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1079389, 'Forget Transaction', 'Compensation Log Record')]"
1079627,True,6,14,"59-14, 59-15, 59-16, 59-17, 59-18, 59-19",1079549,1079646,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],"[(1079606, 2744)]","[(1079549, 'Update Resident Value', 'Update Resident Value'), (1079560, 'Update Resident Value', 'Update Resident Value'), (1079587, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1079606, 'Update Nonresident Value', 'No-Operation'), (1079627, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1079646, 'Forget Transaction', 'Compensation Log Record')]"
1077836,True,2,27,"56-5, 56-6",1077836,1077849,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1077836, 'Update Resident Value', 'Update Resident Value'), (1077849, 'Forget Transaction', 'Compensation Log Record')]"
1080146,True,2,93,"60-20, 60-21",1080146,1080163,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1080146, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1080163, 'Forget Transaction', 'Compensation Log Record')]"
1082708,True,8,126,"65-6, 65-7, 65-8, 65-9, 65-10, 65-11, 65-12, 65-13",1082596,1082727,Delete Index Entry Allocation,Add Index Entry Allocation,Forget Transaction,Compensation Log Record,,,[],[],"[(1082687, 3856)]","[(1082596, 'Delete Index Entry Allocation', 'Add Index Entry Allocation'), (1082620, 'Delete Index Entry Root', 'Add Index Entry Root'), (1082642, 'Deallocate File Record Segment', 'Initialize File Record Segment'), (1082656, 'Clear Bits in Nonresident Bitmap', 'Set Bits in Nonresident Bitmap'), (1082668, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1082687, 'Update Nonresident Value', 'No-Operation'), (1082708, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1082727, 'Forget Transaction', 'Compensation Log Record')]"
1072219,True,2,114,"45-5, 45-6",1072219,1072244,Update File Name Root,Update File Name Root,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1072219, 'Update File Name Root', 'Update File Name Root'), (1072244, 'Forget Transaction', 'Compensation Log Record')]"
1075293,True,3,18,"51-5, 51-6, 51-7",1075272,1075318,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1075272, 'Update Resident Value', 'Update Resident Value'), (1075293, 'Update File Name Allocation', 'Update File Name Allocation'), (1075318, 'Forget Transaction', 'Compensation Log Record')]"
1073502,True,14,23,"47-3, 47-4, 47-5, 47-6, 47-7, 47-8, 47-9, 47-10, 47-11, 47-12, 47-13, 47-14, 47-15, 47-16",1073258,1073523,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,Forget Transaction,Compensation Log Record,,,"[(1073306, 35, 1)]","[(1073351, 'Data'), (1073366, 'Data'), (1073392, 'Data'), (1073413, 'Data'), (1073459, 'Data'), (1073480, 'Data')]",[],"[(1073258, 'Set Bits in Nonresident Bitmap', 'Clear Bits in Nonresident Bitmap'), (1073270, 'No-Operation', 'Deallocate File Record Segment'), (1073282, 'Add Index Entry Root', 'Delete Index Entry Root'), (1073306, 'Initialize File Record Segment', 'No-Operation'), (1073351, 'Create Attribute', 'Delete Attribute'), (1073366, 'Delete Attribute', 'Create Attribute'), (1073381, 'unknown', 'No-Operation'), (1073392, 'Create Attribute', 'Delete Attribute'), (1073413, 'Create Attribute', 'Delete Attribute'), (1073432, 'Update Resident Value', 'Update Resident Value'), (1073459, 'Delete Attribute', 'Create Attribute'), (1073480, 'Create Attribute', 'Delete Attribute'), (1073502, 'Update Resident Value', 'Update Resident Value'), (1073523, 'Forget Transaction', 'Compensation Log Record')]"
1082207,True,2,94,"64-10, 64-11",1082207,1082234,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1082207, 'Update Resident Value', 'Update Resident Value'), (1082234, 'Forget Transaction', 'Compensation Log Record')]"
1079904,True,2,76,"60-6, 60-7",1079904,1079917,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1079904, 'Update Resident Value', 'Update Resident Value'), (1079917, 'Forget Transaction', 'Compensation Log Record')]"
1074531,True,2,128,"49-22, 49-23",1074531,1074556,Update File Name Allocation,Update File Name Allocation,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1074531, 'Update File Name Allocation', 'Update File Name Allocation'), (1074556, 'Forget Transaction', 'Compensation Log Record')]"
1077860,True,2,75,"56-7, 56-8",1077860,1077885,Update File Name Root,Update File Name Root,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1077860, 'Update File Name Root', 'Update File Name Root'), (1077885, 'Forget Transaction', 'Compensation Log Record')]"
1069925,True,10,67,"40-5, 40-6, 40-7, 40-8, 40-9, 40-10, 40-11, 40-12, 40-13, 40-14",1069752,1069942,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1069752, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1069769, 'Update Nonresident Value', 'Update Nonresident Value'), (1069781, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1069798, 'Update Nonresident Value', 'Update Nonresident Value'), (1069810, 'Update Nonresident Value', 'Update Nonresident Value'), (1069851, 'Update Nonresident Value', 'Update Nonresident Value'), (1069892, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1069909, 'Add Index Entry Root', 'Delete Index Entry Root'), (1069925, 'Add Index Entry Root', 'Delete Index Entry Root'), (1069942, 'Forget Transaction', 'Compensation Log Record')]"
1072017,True,7,88,"44-14, 44-15, 44-16, 44-17, 44-18, 44-19, 44-20",1071897,1072034,Set New Attribute Sizes,Set New Attribute Sizes,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1071897, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1071914, 'Update Nonresident Value', 'Update Nonresident Value'), (1071949, 'Update Nonresident Value', 'Update Nonresident Value'), (1071984, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1072001, 'Add Index Entry Root', 'Delete Index Entry Root'), (1072017, 'Add Index Entry Allocation', 'Delete Index Entry Allocation'), (1072034, 'Forget Transaction', 'Compensation Log Record')]"
1070794,True,17,130,"41-16, 41-17, 41-18, 41-19, 42-0, 42-1, 42-2, 42-3, 42-4, 42-5, 42-6, 42-7, 42-8, 42-9, 42-10, 42-11, 42-12",1070525,1070811,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,Forget Transaction,Compensation Log Record,,,"[(1070608, 31, 1)]","[(1070652, 'Data'), (1070690, 'Data'), (1070705, 'Data'), (1070731, 'Data')]",[],"[(1070525, 'Set Bits in Nonresident Bitmap', 'Clear Bits in Nonresident Bitmap'), (1070537, 'No-Operation', 'Deallocate File Record Segment'), (1070549, 'Open Non Resident Attribute', 'No-Operation'), (1070566, 'No-Operation', 'No-Operation'), (1070577, 'Add Index Entry Root', 'Delete Index Entry Root'), (1070608, 'Initialize File Record Segment', 'No-Operation'), (1070652, 'Create Attribute', 'Delete Attribute'), (1070666, 'Update Resident Value', 'Update Resident Value'), (1070690, 'Create Attribute', 'Delete Attribute'), (1070705, 'Delete Attribute', 'Create Attribute'), (1070720, 'unknown', 'No-Operation'), (1070731, 'Create Attribute', 'Delete Attribute'), (1070752, 'Set Bits in Nonresident Bitmap', 'Clear Bits in Nonresident Bitmap'), (1070764, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1070781, 'Update Mapping Pairs', 'Update Mapping Pairs'), (1070794, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1070811, 'Forget Transaction', 'Compensation Log Record')]"
1079868,True,2,71,"60-4, 60-5",1079868,1079893,Update File Name Allocation,Update File Name Allocation,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1079868, 'Update File Name Allocation', 'Update File Name Allocation'), (1079893, 'Forget Transaction', 'Compensation Log Record')]"
1075050,True,5,145,"50-18, 50-19, 50-20, 50-21, 50-22",1074983,1075069,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],"[(1075029, 560)]","[(1074983, 'Update Resident Value', 'Update Resident Value'), (1075010, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1075029, 'Update Nonresident Value', 'No-Operation'), (1075050, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1075069, 'Forget Transaction', 'Compensation Log Record')]"
1076080,True,5,78,"52-16, 52-17, 52-18, 52-19, 52-20",1076018,1076099,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],"[(1076058, 960)]","[(1076018, 'Update Resident Value', 'Update Resident Value'), (1076039, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1076058, 'Update Nonresident Value', 'No-Operation'), (1076080, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1076099, 'Forget Transaction', 'Compensation Log Record')]"
1080689,True,8,34,"61-3, 61-4, 61-5, 61-6, 61-7, 61-8, 61-9, 61-10",1080544,1080708,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,Forget Transaction,Compensation Log Record,,,"[(1080595, 41, 1)]",[],"[(1080665, 3064)]","[(1080544, 'Set Bits in Nonresident Bitmap', 'Clear Bits in Nonresident Bitmap'), (1080556, 'No-Operation', 'Deallocate File Record Segment'), (1080568, 'Add Index Entry Allocation', 'Delete Index Entry Allocation'), (1080595, 'Initialize File Record Segment', 'No-Operation'), (1080646, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1080665, 'Update Nonresident Value', 'No-Operation'), (1080689, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1080708, 'Forget Transaction', 'Compensation Log Record')]"
1085298,True,2,147,"70-13, 70-14",1085298,1085323,Update File Name Allocation,Update File Name Allocation,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1085298, 'Update File Name Allocation', 'Update File Name Allocation'), (1085323, 'Forget Transaction', 'Compensation Log Record')]"
1079156,True,9,51,"58-10, 58-11, 58-12, 58-13, 58-14, 58-15, 58-16, 58-17, 58-18",1079002,1079175,Set Bits in Nonresident Bitmap,Clear Bits in Nonresident Bitmap,Forget Transaction,Compensation Log Record,,,"[(1079062, 40, 1)]",[],"[(1079135, 2424)]","[(1079002, 'Set Bits in Nonresident Bitmap', 'Clear Bits in Nonresident Bitmap'), (1079014, 'No-Operation', 'Deallocate File Record Segment'), (1079026, 'Set Bits in Nonresident Bitmap', 'Clear Bits in Nonresident Bitmap'), (1079038, 'Add Index Entry Allocation', 'Delete Index Entry Allocation'), (1079062, 'Initialize File Record Segment', 'No-Operation'), (1079116, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1079135, 'Update Nonresident Value', 'No-Operation'), (1079156, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1079175, 'Forget Transaction', 'Compensation Log Record')]"
1079657,True,2,52,"59-20, 59-21",1079657,1079682,Update File Name Allocation,Update File Name Allocation,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1079657, 'Update File Name Allocation', 'Update File Name Allocation'), (1079682, 'Forget Transaction', 'Compensation Log Record')]"
1079928,True,2,77,"60-8, 60-9",1079928,1079953,Update File Name Allocation,Update File Name Allocation,Forget Transaction,Compensation Log Record,,,[],[],[],"[(1079928, 'Update File Name Allocation', 'Update File Name Allocation'), (1079953, 'Forget Transaction', 'Compensation Log Record')]"
1081721,True,7,43,"63-15, 63-16, 63-17, 63-18, 63-19, 63-20, 63-21",1081612,1081734,Update Resident Value,Update Resident Value,Forget Transaction,Compensation Log Record,,,[],[],"[(1081681, 3616)]","[(1081612, 'Update Resident Value', 'Update Resident Value'), (1081637, 'Update File Name Allocation', 'Update File Name Allocation'), (1081662, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1081681, 'Update Nonresident Value', 'No-Operation'), (1081702, 'Set New Attribute Sizes', 'Set New Attribute Sizes'), (1081721, 'Update Resident Value', 'Update Resident Value'), (1081734, 'Forget Transaction', 'Compensation Log Record')]"
